## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
287	core	Pseudomonas aeruginosa	Pseudomonas aeruginosa
292	core	Burkholderia cepacia	Burkholderia cepacia
301	core	Pseudomonas oleovorans	Pseudomonas oleovorans
340	core	Xanthomonas campestris campestris	Xanthomonas campestris pv. campestris
359	core	Agrobacterium rhizogenes	Agrobacterium rhizogenes
394	core	Sinorhizobium fredii NGR234	Sinorhizobium fredii NGR234
470	core	Acinetobacter baumannii	Acinetobacter baumannii
511	core	Alcaligenes faecalis	Alcaligenes faecalis
549	core	Pantoea agglomerans	Pantoea agglomerans
571	periphery	Klebsiella oxytoca	Klebsiella oxytoca
573	core	Klebsiella pneumoniae	Klebsiella pneumoniae
585	core	Proteus vulgaris	Proteus vulgaris
633	core	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis
672	core	Vibrio vulnificus	Vibrio vulnificus
747	core	Pasteurella multocida	Pasteurella multocida
758	periphery	Pasteurella pneumotropica	Pasteurella pneumotropica
813	core	Chlamydia trachomatis	Chlamydia trachomatis
827	periphery	Campylobacter ureolyticus	Campylobacter ureolyticus
882	core	Desulfovibrio vulgaris Hildenborough	Desulfovibrio vulgaris str. Hildenborough
883	periphery	Desulfovibrio vulgaris Miyazaki	Desulfovibrio vulgaris str. 'Miyazaki F'
991	core	Flavobacterium hydatis	Flavobacterium hydatis
1044	periphery	Erythrobacter longus	Erythrobacter longus
1140	core	Synechococcus elongatus PCC7942	Synechococcus elongatus PCC7942
1147	periphery	Synechocystis sp. PCC6714	Synechocystis sp. PCC6714
1148	core	Synechocystis sp. PCC6803	Synechocystis sp. PCC6803
1246	core	Leuconostoc lactis	Leuconostoc lactis
1274	core	Dermacoccus nishinomiyaensis	Dermacoccus nishinomiyaensis
1280	core	Staphylococcus aureus	Staphylococcus aureus
1288	core	Staphylococcus xylosus	Staphylococcus xylosus
1314	core	Streptococcus pyogenes	Streptococcus pyogenes
1346	periphery	Streptococcus iniae	Streptococcus iniae
1396	core	Bacillus cereus	Bacillus cereus
1405	periphery	Bacillus mycoides	Bacillus mycoides
1507	periphery	Clostridium sp. ATCC29733	Clostridium sp. ATCC29733
1511	periphery	Clostridium sticklandii	[Clostridium] sticklandii
1605	core	Lactobacillus animalis	Lactobacillus animalis
1680	core	Bifidobacterium adolescentis	Bifidobacterium adolescentis
1687	periphery	Bifidobacterium coryneforme	Bifidobacterium coryneforme
1688	periphery	Bifidobacterium cuniculi	Bifidobacterium cuniculi
1690	periphery	Bifidobacterium pseudolongum globosum	Bifidobacterium pseudolongum subsp. globosum
1692	periphery	Bifidobacterium magnum	Bifidobacterium magnum
1693	periphery	Bifidobacterium minimum	Bifidobacterium minimum
1713	core	Oerskovia turbata	Oerskovia turbata
1719	core	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis
1828	periphery	Rhodococcus fascians	Rhodococcus fascians
1869	periphery	Actinoplanes utahensis	Actinoplanes utahensis
1894	core	Streptomyces aureofaciens	Streptomyces aureofaciens
1896	periphery	Streptomyces bikiniensis	Streptomyces bikiniensis
1906	core	Streptomyces fradiae	Streptomyces fradiae
1907	periphery	Streptomyces glaucescens	Streptomyces glaucescens
1944	periphery	Streptomyces halstedii	Streptomyces halstedii
1957	periphery	Streptomyces sclerotialus	Streptomyces sclerotialus
1961	periphery	Streptomyces virginiae	Streptomyces virginiae
1968	periphery	Streptomyces cellulosae	Streptomyces cellulosae
1996	periphery	Microtetraspora glauca	Microtetraspora glauca
2002	periphery	Streptosporangium amethystogenes	Streptosporangium amethystogenes
2045	core	Pimelobacter simplex	Pimelobacter simplex
2055	core	Gordonia terrae	Gordonia terrae
2074	periphery	Pseudonocardia autotrophica	Pseudonocardia autotrophica
2110	core	Mycoplasma agalactiae	Mycoplasma agalactiae
2113	core	Mycoplasma californicum	Mycoplasma californicum
2325	core	Thermoanaerobacter kivui	Thermoanaerobacter kivui
2340	core	Solemya velum	Solemya velum gill symbiont
2342	periphery	Sodalis pierantonius	Candidatus Sodalis pierantonius str. SOPE
2423	core	Fervidobacterium islandicum	Fervidobacterium islandicum
2711	periphery	Citrus sinensis	Citrus sinensis
2754	periphery	Synergistes jonesii	Synergistes jonesii
2850	core	Phaeodactylum tricornutum	Phaeodactylum tricornutum
2880	core	Ectocarpus siliculosus	Ectocarpus siliculosus
2903	core	Emiliania huxleyi	Emiliania huxleyi
3055	core	Chlamydomonas reinhardtii	Chlamydomonas reinhardtii
3067	periphery	Volvox carteri	Volvox carteri
3075	periphery	Auxenochlorella protothecoides	Auxenochlorella protothecoides
3218	core	Physcomitrella patens	Physcomitrella patens
3641	core	Theobroma cacao	Theobroma cacao
3649	periphery	Carica papaya	Carica papaya
3656	core	Cucumis melo	Cucumis melo
3659	periphery	Cucumis sativus	Cucumis sativus
3694	core	Populus trichocarpa	Populus trichocarpa
3702	core	Arabidopsis thaliana	Arabidopsis thaliana
3711	core	Brassica rapa	Brassica rapa
3712	periphery	Brassica oleracea	Brassica oleracea
3750	core	Malus domestica	Malus domestica
3760	periphery	Prunus persica	Prunus persica
3827	periphery	Cicer arietinum	Cicer arietinum
3847	core	Glycine max	Glycine max
3880	periphery	Medicago truncatula	Medicago truncatula
3885	core	Phaseolus vulgaris	Phaseolus vulgaris
3983	core	Manihot esculenta	Manihot esculenta
3988	periphery	Ricinus communis	Ricinus communis
4006	periphery	Linum usitatissimum	Linum usitatissimum
4081	core	Solanum lycopersicum	Solanum lycopersicum
4096	periphery	Nicotiana sylvestris	Nicotiana sylvestris
4098	periphery	Nicotiana tomentosiformis	Nicotiana tomentosiformis
4113	core	Solanum tuberosum	Solanum tuberosum
4155	core	Erythranthe guttata	Erythranthe guttata
4432	core	Nelumbo nucifera	Nelumbo nucifera
4513	core	Hordeum vulgare	Hordeum vulgare
4529	periphery	Oryza rufipogon	Oryza rufipogon
4530	core	Oryza sativa	Oryza sativa
4533	periphery	Oryza brachyantha	Oryza brachyantha
4536	periphery	Oryza nivara	Oryza nivara
4537	periphery	Oryza punctata	Oryza punctata
4538	periphery	Oryza glaberrima	Oryza glaberrima
4555	core	Setaria italica	Setaria italica
4558	periphery	Sorghum bicolor	Sorghum bicolor
4565	periphery	Triticum aestivum	Triticum aestivum
4572	periphery	Triticum urartu	Triticum urartu
4577	core	Zea mays	Zea mays
4641	core	Musa acuminata	Musa acuminata
4787	core	Phytophthora infestans	Phytophthora infestans
4792	periphery	Phytophthora parasitica	Phytophthora parasitica
4896	core	Schizosaccharomyces pombe	Schizosaccharomyces pombe
4897	periphery	Schizosaccharomyces japonicus	Schizosaccharomyces japonicus
4899	core	Schizosaccharomyces octosporus	Schizosaccharomyces octosporus
4909	periphery	Pichia kudriavzevii	Pichia kudriavzevii
4920	periphery	Millerozyma farinosa	Millerozyma farinosa
4922	core	Komagataella pastoris	Komagataella pastoris
4924	core	Scheffersomyces stipitis	Scheffersomyces stipitis
4929	periphery	Meyerozyma guilliermondii	Meyerozyma guilliermondii
4932	core	Saccharomyces cerevisiae	Saccharomyces cerevisiae
4950	core	Torulaspora delbrueckii	Torulaspora delbrueckii
4952	core	Yarrowia lipolytica	Yarrowia lipolytica
4956	core	Zygosaccharomyces rouxii	Zygosaccharomyces rouxii
4959	periphery	Debaryomyces hansenii	Debaryomyces hansenii
5011	core	Taphrina deformans	Taphrina deformans
5016	periphery	Bipolaris maydis	Bipolaris maydis
5017	periphery	Bipolaris zeicola	Bipolaris zeicola
5022	core	Leptosphaeria maculans	Leptosphaeria maculans
5037	periphery	Histoplasma capsulatum	Histoplasma capsulatum
5039	periphery	Blastomyces dermatitidis	Blastomyces dermatitidis
5057	periphery	Aspergillus clavatus	Aspergillus clavatus
5059	periphery	Aspergillus flavus	Aspergillus flavus
5061	core	Aspergillus niger	Aspergillus niger
5062	periphery	Aspergillus oryzae	Aspergillus oryzae
5111	periphery	Claviceps purpurea	Claviceps purpurea
5127	periphery	Fusarium fujikuroi	Fusarium fujikuroi
5141	core	Neurospora crassa	Neurospora crassa
5145	periphery	Podospora anserina	Podospora anserina
5147	periphery	Sordaria macrospora	Sordaria macrospora
5180	periphery	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum
5207	periphery	Cryptococcus neoformans	Cryptococcus neoformans
5217	core	Tremella mesenterica	Tremella mesenterica
5270	core	Ustilago maydis	Ustilago maydis
5286	core	Rhodosporidium toruloides	Rhodosporidium toruloides
5297	core	Puccinia graminis	Puccinia graminis
5334	periphery	Schizophyllum commune	Schizophyllum commune
5341	core	Agaricus bisporus	Agaricus bisporus
5346	core	Coprinopsis cinerea	Coprinopsis cinerea
5465	periphery	Colletotrichum orbiculare	Colletotrichum orbiculare
5476	core	Candida albicans	Candida albicans
5478	core	Candida glabrata	Candida glabrata
5479	periphery	Candida maltosa	Candida maltosa
5480	periphery	Candida parapsilosis	Candida parapsilosis
5482	periphery	Candida tropicalis	Candida tropicalis
5501	periphery	Coccidioides immitis	Coccidioides immitis
5507	periphery	Fusarium oxysporum	Fusarium oxysporum
5518	core	Fusarium graminearum	Fusarium graminearum
5551	periphery	Trichophyton rubrum	Trichophyton rubrum
5664	core	Leishmania major	Leishmania major
5671	periphery	Leishmania infantum	Leishmania infantum
5679	core	Leishmania panamensis	Leishmania panamensis
5691	periphery	Trypanosoma brucei	Trypanosoma brucei
5693	core	Trypanosoma cruzi	Trypanosoma cruzi
5722	core	Trichomonas vaginalis	Trichomonas vaginalis
5741	core	Giardia intestinalis	Giardia intestinalis
5759	core	Entamoeba histolytica	Entamoeba histolytica
5762	core	Naegleria gruberi	Naegleria gruberi
5786	periphery	Dictyostelium purpureum	Dictyostelium purpureum
5808	core	Cryptosporidium muris	Cryptosporidium muris
5811	core	Toxoplasma gondii	Toxoplasma gondii
5821	periphery	Plasmodium berghei	Plasmodium berghei
5825	core	Plasmodium chabaudi	Plasmodium chabaudi
5827	periphery	Plasmodium cynomolgi	Plasmodium cynomolgi
5833	core	Plasmodium falciparum	Plasmodium falciparum
5850	periphery	Plasmodium knowlesi	Plasmodium knowlesi
5855	periphery	Plasmodium vivax	Plasmodium vivax
5860	periphery	Plasmodium vinckei	Plasmodium vinckei
5865	periphery	Babesia bovis	Babesia bovis
5872	core	Babesia equi	Babesia equi
5874	periphery	Theileria annulata	Theileria annulata
5875	periphery	Theileria parva	Theileria parva
5888	core	Paramecium tetraurelia	Paramecium tetraurelia
5911	periphery	Tetrahymena thermophila	Tetrahymena thermophila
5932	core	Ichthyophthirius multifiliis	Ichthyophthirius multifiliis
5970	periphery	Exophiala dermatitidis	Exophiala dermatitidis
6087	core	Hydra vulgaris	Hydra vulgaris
6183	core	Schistosoma mansoni	Schistosoma mansoni
6211	periphery	Echinococcus multilocularis	Echinococcus multilocularis
6238	periphery	Caenorhabditis briggsae	Caenorhabditis briggsae
6239	core	Caenorhabditis elegans	Caenorhabditis elegans
6326	core	Bursaphelenchus xylophilus	Bursaphelenchus xylophilus
6334	core	Trichinella spiralis	Trichinella spiralis
6412	core	Helobdella robusta	Helobdella robusta
6500	periphery	Aplysia californica	Aplysia californica
6669	core	Daphnia pulex	Daphnia pulex
7029	periphery	Acyrthosiphon pisum	Acyrthosiphon pisum
7070	core	Tribolium castaneum	Tribolium castaneum
7091	periphery	Bombyx mori	Bombyx mori
7159	periphery	Aedes aegypti	Aedes aegypti
7165	core	Anopheles gambiae	Anopheles gambiae
7176	core	Culex quinquefasciatus	Culex quinquefasciatus
7209	core	Loa loa	Loa loa
7213	periphery	Ceratitis capitata	Ceratitis capitata
7217	periphery	Drosophila ananassae	Drosophila ananassae
7220	periphery	Drosophila erecta	Drosophila erecta
7222	periphery	Drosophila grimshawi	Drosophila grimshawi
7227	core	Drosophila melanogaster	Drosophila melanogaster
7230	periphery	Drosophila mojavensis	Drosophila mojavensis
7234	periphery	Drosophila persimilis	Drosophila persimilis
7237	periphery	Drosophila pseudoobscura	Drosophila pseudoobscura
7244	periphery	Drosophila virilis	Drosophila virilis
7245	periphery	Drosophila yakuba	Drosophila yakuba
7260	periphery	Drosophila willistoni	Drosophila willistoni
7370	core	Musca domestica	Musca domestica
7425	core	Nasonia vitripennis	Nasonia vitripennis
7460	core	Apis mellifera	Apis mellifera
7668	core	Strongylocentrotus purpuratus	Strongylocentrotus purpuratus
7719	core	Ciona intestinalis	Ciona intestinalis
7739	core	Branchiostoma floridae	Branchiostoma floridae
7897	core	Latimeria chalumnae	Latimeria chalumnae
7918	core	Lepisosteus oculatus	Lepisosteus oculatus
7955	core	Danio rerio	Danio rerio
7994	periphery	Astyanax mexicanus	Astyanax mexicanus
8010	core	Esox lucius	Esox lucius
8049	core	Gadus morhua	Gadus morhua
8081	periphery	Poecilia reticulata	Poecilia reticulata
8083	periphery	Xiphophorus maculatus	Xiphophorus maculatus
8090	core	Oryzias latipes	Oryzias latipes
8128	core	Oreochromis niloticus	Oreochromis niloticus
8153	periphery	Haplochromis burtoni	Haplochromis burtoni
8364	core	Xenopus tropicalis	Xenopus (Silurana) tropicalis
8469	periphery	Chelonia mydas	Chelonia mydas
8479	core	Chrysemys picta	Chrysemys picta
8496	periphery	Alligator mississippiensis	Alligator mississippiensis
8932	periphery	Columba livia	Columba livia
9031	core	Gallus gallus	Gallus gallus
9258	core	Ornithorhynchus anatinus	Ornithorhynchus anatinus
9305	periphery	Sarcophilus harrisii	Sarcophilus harrisii
9315	periphery	Macropus eugenii	Macropus eugenii
9361	periphery	Dasypus novemcinctus	Dasypus novemcinctus
9365	periphery	Erinaceus europaeus	Erinaceus europaeus
9371	periphery	Echinops telfairi	Echinops telfairi
9402	periphery	Pteropus alecto	Pteropus alecto
9478	periphery	Tarsius syrichta	Tarsius syrichta
9483	periphery	Callithrix jacchus	Callithrix jacchus
9541	periphery	Macaca fascicularis	Macaca fascicularis
9544	periphery	Macaca mulatta	Macaca mulatta
9555	periphery	Papio anubis	Papio anubis
9593	periphery	Gorilla gorilla	Gorilla gorilla
9597	periphery	Pan paniscus	Pan paniscus
9598	periphery	Pan troglodytes	Pan troglodytes
9601	periphery	Pongo abelii	Pongo abelii
9606	core	Homo sapiens	Homo sapiens
9612	periphery	Canis lupus	Canis lupus
9646	periphery	Ailuropoda melanoleuca	Ailuropoda melanoleuca
9668	periphery	Mustela putorius	Mustela putorius
9685	periphery	Felis catus	Felis catus
9694	periphery	Panthera tigris	Panthera tigris
9707	periphery	Odobenus rosmarus	Odobenus rosmarus
9713	periphery	Leptonychotes weddellii	Leptonychotes weddellii
9733	periphery	Orcinus orca	Orcinus orca
9739	periphery	Tursiops truncatus	Tursiops truncatus
9767	periphery	Balaenoptera acutorostrata	Balaenoptera acutorostrata
9778	periphery	Trichechus manatus	Trichechus manatus
9785	core	Loxodonta africana	Loxodonta africana
9818	periphery	Orycteropus afer	Orycteropus afer
9823	periphery	Sus scrofa	Sus scrofa
9913	core	Bos taurus	Bos taurus
9940	core	Ovis aries	Ovis aries
9978	periphery	Ochotona princeps	Ochotona princeps
9986	core	Oryctolagus cuniculus	Oryctolagus cuniculus
10029	periphery	Cricetulus griseus	Cricetulus griseus
10036	periphery	Mesocricetus auratus	Mesocricetus auratus
10042	periphery	Peromyscus maniculatus	Peromyscus maniculatus
10090	core	Mus musculus	Mus musculus
10116	core	Rattus norvegicus	Rattus norvegicus
10141	core	Cavia porcellus	Cavia porcellus
10160	periphery	Octodon degus	Octodon degus
10181	periphery	Heterocephalus glaber	Heterocephalus glaber
10224	core	Saccoglossus kowalevskii	Saccoglossus kowalevskii
10228	core	Trichoplax adhaerens	Trichoplax adhaerens
12957	periphery	Atta cephalotes	Atta cephalotes
13035	core	Dactylococcopsis salina	Dactylococcopsis salina PCC8305
13037	core	Danaus plexippus	Danaus plexippus
13249	periphery	Rhodnius prolixus	Rhodnius prolixus
13333	core	Amborella trichopoda	Amborella trichopoda
13349	periphery	Arthrobotrys oligospora	Arthrobotrys oligospora
13616	periphery	Monodelphis domestica	Monodelphis domestica
13684	periphery	Parastagonospora nodorum	Parastagonospora nodorum
13689	core	Sphingomonas paucimobilis	Sphingomonas paucimobilis
13690	periphery	Sphingobium yanoikuyae	Sphingobium yanoikuyae
13735	core	Pelodiscus sinensis	Pelodiscus sinensis
15368	periphery	Brachypodium distachyon	Brachypodium distachyon
27288	core	Naumovozyma castellii	Naumovozyma castellii
27289	periphery	Naumovozyma dairenensis	Naumovozyma dairenensis
27337	periphery	Verticillium dahliae	Verticillium dahliae
27679	periphery	Saimiri boliviensis	Saimiri boliviensis
27923	core	Mnemiopsis leidyi	Mnemiopsis leidyi
28042	core	Saccharopolyspora rectivirgula	Saccharopolyspora rectivirgula
28072	periphery	Nostoc sp. PCC7524	Nostoc sp. PCC7524
28115	periphery	Porphyromonas macacae	Porphyromonas macacae
28152	periphery	Yersinia kristensenii	Yersinia kristensenii
28176	periphery	Photodesmus katoptron	Candidatus Photodesmus katoptron
28229	core	Colwellia psychrerythraea	Colwellia psychrerythraea
28258	core	Cobetia marina	Cobetia marina
28377	core	Anolis carolinensis	Anolis carolinensis
28444	periphery	Herbidospora cretacea	Herbidospora cretacea
28532	periphery	Tarenaya hassleriana	Tarenaya hassleriana
28564	periphery	Talaromyces stipitatus	Talaromyces stipitatus
28583	core	Allomyces macrogynus	Allomyces macrogynus
28737	periphery	Elephantulus edwardii	Elephantulus edwardii
28985	core	Kluyveromyces lactis	Kluyveromyces lactis
29073	periphery	Ursus maritimus	Ursus maritimus
29078	periphery	Eptesicus fuscus	Eptesicus fuscus
29176	periphery	Neospora caninum	Neospora caninum
29306	periphery	Streptomyces griseoluteus	Streptomyces griseoluteus
29486	periphery	Yersinia ruckeri	Yersinia ruckeri
29495	periphery	Vibrio navarrensis	Vibrio navarrensis
29540	periphery	Natrialba asiatica	Natrialba asiatica DSM12278
29581	periphery	Janthinobacterium lividum	Janthinobacterium lividum
29730	periphery	Gossypium raimondii	Gossypium raimondii
29760	core	Vitis vinifera	Vitis vinifera
29850	periphery	Gaeumannomyces graminis	Gaeumannomyces graminis
29875	core	Trichoderma virens	Trichoderma virens
29908	periphery	Sporothrix schenckii	Sporothrix schenckii
30611	periphery	Otolemur garnettii	Otolemur garnettii
31033	periphery	Takifugu rubripes	Takifugu rubripes
31234	periphery	Caenorhabditis remanei	Caenorhabditis remanei
31870	periphery	Colletotrichum graminicola	Colletotrichum graminicola
31954	periphery	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum subsp. pseudolongum
31964	core	Clavibacter michiganensis sepedonicus	Clavibacter michiganensis subsp. sepedonicus
32024	periphery	Campylobacter sputorum	Campylobacter sputorum biovar sputorum
32042	periphery	Pseudomonas stutzeri ATCC14405	Pseudomonas stutzeri ATCC14405
32049	core	Synechococcus sp. PCC7002	Synechococcus sp. PCC7002
32051	periphery	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803
32057	periphery	Calothrix sp. PCC7103	Calothrix sp. PCC7103
32264	core	Tetranychus urticae	Tetranychus urticae
32507	periphery	Neolamprologus brichardi	Neolamprologus brichardi
33035	core	Blautia producta	Blautia producta
33169	core	Eremothecium gossypii	Eremothecium gossypii
33178	periphery	Aspergillus terreus	Aspergillus terreus
33188	periphery	Uncinocarpus reesii	Uncinocarpus reesii
33876	periphery	Catenuloplanes japonicus	Catenuloplanes japonicus
33898	periphery	Streptomyces galbus	Streptomyces galbus
33905	periphery	Bifidobacterium thermophilum	Bifidobacterium thermophilum
34007	core	Paracoccus versutus	Paracoccus versutus
34349	core	Mixia osmundae	Mixia osmundae
34373	periphery	Blumeria graminis	Blumeria graminis
34506	core	Strongyloides ratti	Strongyloides ratti
34740	periphery	Heliconius melpomene	Heliconius melpomene
34839	periphery	Chinchilla lanigera	Chinchilla lanigera
35128	core	Thalassiosira pseudonana	Thalassiosira pseudonana
35703	core	Citrobacter amalonaticus	Citrobacter amalonaticus
35720	periphery	Thielavia terrestris	Thielavia terrestris
35725	periphery	Macrophomina phaseolina	Macrophomina phaseolina
35754	periphery	Dactylosporangium aurantiacum	Dactylosporangium aurantiacum
35760	periphery	Bifidobacterium choerinum	Bifidobacterium choerinum
35841	periphery	Bacillus thermoamylovorans	Bacillus thermoamylovorans
36033	core	Vanderwaltozyma polyspora	Vanderwaltozyma polyspora
36080	periphery	Mucor circinelloides	Mucor circinelloides
36331	periphery	Pythium irregulare	Pythium irregulare
36630	core	Neosartorya fischeri	Neosartorya fischeri
36651	periphery	Penicillium digitatum	Penicillium digitatum
36809	core	Mycobacterium abscessus	Mycobacterium abscessus
36870	core	Wigglesworthia glossinidia sp. Gbr	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
36874	periphery	Porphyromonas cangingivalis	Porphyromonas cangingivalis
36875	periphery	Porphyromonas canoris	Porphyromonas canoris
36914	periphery	Lodderomyces elongisporus	Lodderomyces elongisporus
37659	periphery	Clostridium algidicarnis	Clostridium algidicarnis
37682	periphery	Aegilops tauschii	Aegilops tauschii
37692	core	Phytoplasma mali	Candidatus Phytoplasma mali
37727	periphery	Talaromyces marneffei	Talaromyces marneffei
37919	core	Rhodococcus opacus	Rhodococcus opacus
38033	periphery	Chaetomium globosum	Chaetomium globosum
38654	periphery	Alligator sinensis	Alligator sinensis
38727	periphery	Panicum virgatum	Panicum virgatum
38833	periphery	Micromonas pusilla	Micromonas pusilla
39416	periphery	Tuber melanosporum	Tuber melanosporum
40041	core	Streptococcus equi	Streptococcus equi subsp. zooepidemicus
40127	periphery	Neurospora tetrasperma	Neurospora tetrasperma
40148	periphery	Oryza glumipatula	Oryza glumipatula
40149	periphery	Oryza meridionalis	Oryza meridionalis
40215	periphery	Acinetobacter junii	Acinetobacter junii
40373	periphery	Acinetobacter sp. CIPA165	Acinetobacter sp. CIP-A165
40384	periphery	Aspergillus kawachii	Aspergillus kawachii
40483	periphery	Fomitopsis pinicola	Fomitopsis pinicola
40492	core	Stereum hirsutum	Stereum hirsutum
40559	core	Botrytis cinerea	Botrytis cinerea
40571	periphery	Lentzea albidocapillata	Lentzea albidocapillata
41431	core	Cyanothece sp. PCC8801	Cyanothece sp. PCC8801
41875	periphery	Bathycoccus prasinos	Bathycoccus prasinos
42068	periphery	Pneumocystis jirovecii	Pneumocystis jirovecii
42099	periphery	Pythium vexans	Pythium vexans
42254	periphery	Sorex araneus	Sorex araneus
42256	periphery	Rubrobacter radiotolerans	Rubrobacter radiotolerans
42345	core	Phoenix dactylifera	Phoenix dactylifera
42374	core	Candida dubliniensis	Candida dubliniensis
42565	periphery	Halomonas salina	Halomonas salina
43151	periphery	Anopheles darlingi	Anopheles darlingi
43179	periphery	Ictidomys tridecemlineatus	Ictidomys tridecemlineatus
43228	periphery	Capronia epimyces	Capronia epimyces
43229	periphery	Capronia coronata	Capronia coronata
43354	periphery	Prauserella rugosa	Prauserella rugosa
43759	periphery	Streptomyces wedmorensis	Streptomyces wedmorensis
43989	core	Cyanothece sp. ATCC51142	Cyanothece sp. ATCC51142
44056	core	Aureococcus anophagefferens	Aureococcus anophagefferens
44060	periphery	Streptomyces megasporus	Streptomyces megasporus
44251	core	Paenibacillus durus	Paenibacillus durus
44454	core	Mycobacterium avium avium	Mycobacterium avium subsp. avium
44689	core	Dictyostelium discoideum	Dictyostelium discoideum
45130	periphery	Bipolaris sorokiniana	Bipolaris sorokiniana
45151	periphery	Pyrenophora triticirepentis	Pyrenophora tritici-repentis
45157	core	Cyanidioschyzon merolae	Cyanidioschyzon merolae
45285	periphery	Eremothecium cymbalariae	Eremothecium cymbalariae
45351	periphery	Nematostella vectensis	Nematostella vectensis
45361	periphery	Mycoplasma conjunctivae	Mycoplasma conjunctivae
45596	periphery	Candida tenuis	Candida tenuis
46234	periphery	Anabaena sp. 90	Anabaena sp. 90
46256	periphery	Weissella hellenica	Weissella hellenica
46429	core	Sphingobium chlorophenolicum	Sphingobium chlorophenolicum
46681	periphery	Entamoeba dispar	Entamoeba dispar
47716	periphery	Streptomyces olivaceus	Streptomyces olivaceus
47763	periphery	Streptomyces lydicus	Streptomyces lydicus
47839	periphery	Mycobacterium triplex	Mycobacterium triplex
48698	periphery	Poecilia formosa	Poecilia formosa
50452	periphery	Arabis alpina	Arabis alpina
50960	periphery	Helicobacter trogontum	Helicobacter trogontum
51337	periphery	Jaculus jaculus	Jaculus jaculus
51453	periphery	Trichoderma reesei	Trichoderma reesei
51511	periphery	Ciona savignyi	Ciona savignyi
52598	core	Sulfitobacter sp. EE36	Sulfitobacter sp. EE-36
52644	periphery	Haliaeetus leucocephalus	Haliaeetus leucocephalus
53485	periphery	Pyrenophora teres	Pyrenophora teres
55207	core	Pectobacterium betavasculorum	Pectobacterium betavasculorum
55529	core	Guillardia theta	Guillardia theta
55601	core	Vibrio anguillarum	Vibrio anguillarum
55952	periphery	Streptomyces toyocaensis	Streptomyces toyocaensis
56107	periphery	Cylindrospermum stagnale	Cylindrospermum stagnale PCC7417
56110	periphery	Oscillatoria acuminata	Oscillatoria acuminata PCC6304
56780	periphery	Syntrophus aciditrophicus	Syntrophus aciditrophicus SB
57918	core	Fragaria vesca	Fragaria vesca
58123	core	Spirillospora albida	Spirillospora albida
58344	periphery	Streptomyces celluloflavus	Streptomyces celluloflavus
59196	periphery	Rickettsiella grylli	Rickettsiella grylli
59374	core	Fibrobacter succinogenes	Fibrobacter succinogenes subsp. succinogenes S85
59463	periphery	Myotis lucifugus	Myotis lucifugus
59538	periphery	Pantholops hodgsonii	Pantholops hodgsonii
59689	periphery	Arabidopsis lyrata	Arabidopsis lyrata
59748	periphery	Phytoplasma australiense	Candidatus Phytoplasma australiense
59894	periphery	Ficedula albicollis	Ficedula albicollis
59919	periphery	Prochlorococcus marinus pastoris	Prochlorococcus marinus subsp. pastoris str. CCMP1986
59921	periphery	Prochlorococcus marinus MIT9107	Prochlorococcus marinus str. MIT 9107
59925	periphery	Prochlorococcus marinus GP2	Prochlorococcus marinus str. GP2
59926	periphery	Prochlorococcus marinus SB	Prochlorococcus marinus str. SB
59931	periphery	Synechococcus sp. WH 7805	Synechococcus sp. WH 7805
60520	periphery	Lactobacillus paraplantarum	Lactobacillus paraplantarum
60711	periphery	Chlorocebus sabaeus	Chlorocebus sabaeus
61273	periphery	Ophiostoma piceae	Ophiostoma piceae
61459	periphery	Coniosporium apollinis	Coniosporium apollinis
61622	periphery	Rhinopithecus roxellana	Rhinopithecus roxellana
61647	core	Pluralibacter gergoviae	Pluralibacter gergoviae
61853	periphery	Nomascus leucogenys	Nomascus leucogenys
62928	core	Azoarcus sp. BH72	Azoarcus sp. BH72
62977	core	Acinetobacter sp. ADP1	Acinetobacter sp. ADP1
63400	periphery	Arthroderma benhamiae	Arthroderma benhamiae
63402	periphery	Microsporum gypseum	Microsporum gypseum
63405	core	Arthroderma otae	Arthroderma otae
63418	periphery	Trichophyton equinum	Trichophyton equinum
63577	periphery	Trichoderma atroviride	Trichoderma atroviride
63737	core	Nostoc punctiforme	Nostoc punctiforme PCC73102
64363	periphery	Mycosphaerella pini	Mycosphaerella pini
64471	periphery	Synechococcus sp. CC9311	Synechococcus sp. CC9311
65071	core	Pythium ultimum	Pythium ultimum
65093	core	Halothece sp. PCC7418	Halothece sp. PCC7418
65393	periphery	Cyanothece sp. PCC7424	Cyanothece sp. PCC7424
65489	periphery	Oryza barthii	Oryza barthii
65497	periphery	Actinoalloteichus cyanogriseus	Actinoalloteichus cyanogriseus
65672	periphery	Piriformospora indica	Piriformospora indica
66269	core	Pantoea stewartii	Pantoea stewartii
66373	periphery	Streptomyces niger	Streptomyces niger
66377	periphery	Streptomyces violens	Streptomyces violens
66429	periphery	Streptomyces roseoverticillatus	Streptomyces roseoverticillatus
66692	periphery	Bacillus clausii	Bacillus clausii KSM-K16
66869	periphery	Streptomyces atroolivaceus	Streptomyces atroolivaceus
66874	periphery	Streptomyces bicolor	Streptomyces bicolor
