id	name	signal
1	ENSP00000265686	0.06375615111928093
2	ENSP00000367756	0.4286723139413576
3	ENSP00000352544	0.9877994693503712
4	ENSP00000305613	0.8513492641650154
5	ENSP00000215095	0.9519951138805111
6	ENSP00000292807	0.42427954878562624
7	ENSP00000263270	0.41271611244496026
8	ENSP00000242285	0.3274565359665456
9	ENSP00000309415	0.29661594366896976
10	ENSP00000479606	0.4383459824125008
11	ENSP00000281087	0.06083712714695362
12	ENSP00000217420	0.9854783209410564
13	ENSP00000411672	0.8364274650247044
14	ENSP00000351926	0.36165079462194655
15	ENSP00000327694	0.39768078552999336
16	ENSP00000482835	0.5193031607840203
17	ENSP00000362014	0.8533987801157306
18	ENSP00000373905	0.2486926362149933
19	ENSP00000376178	0.5020932574558529
20	ENSP00000428417	0.9594506544212152
21	ENSP00000429562	0.9784267446202393
22	ENSP00000332247	0.35709664685734815
23	ENSP00000285393	0.009684235238877802
24	ENSP00000272238	0.07272188034916291
25	ENSP00000316909	0.952982387386007
26	ENSP00000356705	0.8704174776317202
27	ENSP00000299721	0.848078357912784
28	ENSP00000260323	0.9620360937445027
29	ENSP00000381293	0.665845707892943
30	ENSP00000308122	0.05958992764359918
31	ENSP00000216442	0.4791327317982926
32	ENSP00000352522	0.49155904278777074
33	ENSP00000273398	0.5824224372435541
34	ENSP00000234396	0.039662330531874165
35	ENSP00000276390	0.4951533576125137
36	ENSP00000329757	0.5400801746166164
37	ENSP00000379203	0.5082257152362945
38	ENSP00000253413	0.4308937157037568
39	ENSP00000434729	0.43696090576663577
40	ENSP00000302194	0.9725829361981619
41	ENSP00000264649	0.5883434997153428
42	ENSP00000221485	0.8796297038326204
43	ENSP00000263160	0.9994509217566084
44	ENSP00000222256	0.9032853248979473
45	ENSP00000378464	0.6451612903225806
46	ENSP00000270349	0.8099090370342499
47	ENSP00000387549	0.32460806565762007
48	ENSP00000298472	0.33407572388036694
49	ENSP00000363229	0.8854801553689629
50	ENSP00000254976	0.9823663840615028
51	ENSP00000222812	0.8109294997976806
52	ENSP00000338562	0.23763802447386462
53	ENSP00000362399	0.8329987626543915
54	ENSP00000314214	0.6263374685347183
55	ENSP00000261205	0.9552570336101394
56	ENSP00000353362	0.9660926262921743
57	ENSP00000360423	0.9361539497427667
58	ENSP00000441158	0.27433201794633916
59	ENSP00000263354	0.33121398908070065
60	ENSP00000429690	0.1657375153507044
61	ENSP00000304891	0.36606484643610104
62	ENSP00000290949	0.3863746108738216
63	ENSP00000363162	0.3916613412153052
64	ENSP00000261837	0.534819074859809
65	ENSP00000297323	0.9078772842982704
66	ENSP00000342952	0.7848412441555401
67	ENSP00000260600	0.32513981412936627
68	ENSP00000419361	0.39187552488492505
69	ENSP00000311405	0.36498377108854124
70	ENSP00000378187	0.26634445976329413
71	ENSP00000286355	0.9500634604303004
72	ENSP00000294016	0.24820384809813442
73	ENSP00000355155	0.8869697513620034
74	ENSP00000234389	0.29391160003376193
75	ENSP00000382434	0.009619933764390473
76	ENSP00000312262	0.30153146283985344
77	ENSP00000317578	0.539269229408992
78	ENSP00000382428	0.8495117858341383
79	ENSP00000312126	0.10277186229067362
80	ENSP00000469689	0.7948508962206821
81	ENSP00000338185	0.5956075898510685
82	ENSP00000380442	0.011823850896860987
83	ENSP00000310447	0.7091298810196531
84	ENSP00000317379	0.3951393373515692
85	ENSP00000307900	0.34811214315694555
86	ENSP00000343027	0.6179582872731733
87	ENSP00000312999	0.26172397357572696
88	ENSP00000358867	0.2811343880531331
89	ENSP00000262494	0.9081443023851155
90	ENSP00000286548	0.6060330420375141
91	ENSP00000360141	0.472691763484556
92	ENSP00000481878	0.5123006075324784
93	ENSP00000305260	0.3149751788470711
94	ENSP00000229264	0.6704168455232058
95	ENSP00000294117	0.9015167405102137
96	ENSP00000375727	0.9124269510789835
97	ENSP00000359675	0.26082385915716877
98	ENSP00000371594	0.745700341985229
99	ENSP00000363411	0.47911306706754647
100	ENSP00000248564	0.15381506577156542
101	ENSP00000248572	0.6379233511586453
102	ENSP00000426022	0.13939562644846384
